fid,departure_c,departure,destination_c,destination,take_off_time,landing_time,duration,total_seats,available_seats,sell_status,price
CA1836,SHA,Shanghai,BJS,Beijing,1667559600,1667568900,155,220,9,SELLING,1796
CA1524,SHA,Shanghai,BJS,Beijing,1667544300,1667553000,145,340,9,SELLING,1803
CA1502,SHA,Shanghai,BJS,Beijing,1667536200,1667545200,150,420,9,SELLING,1141
CA1558,SHA,Shanghai,BJS,Beijing,1667550600,1667559300,145,315,9,SELLING,2282
CA1548,SHA,Shanghai,BJS,Beijing,1667540700,1667549700,150,400,9,SELLING,1141
CA1516,SHA,Shanghai,BJS,Beijing,1667561100,1667570100,150,400,9,SELLING,2282
CA1518,SHA,Shanghai,BJS,Beijing,1667554200,1667562900,145,315,9,SELLING,2282
CA1508,SHA,Shanghai,BJS,Beijing,1667532600,1667541300,145,400,9,SELLING,1380
CA1550,SHA,Shanghai,BJS,Beijing,1667564700,1667573700,150,340,9,SELLING,2011
CA1520,SHA,Shanghai,BJS,Beijing,1667539800,1667548800,150,420,9,SELLING,1141
CA1510,SHA,Shanghai,BJS,Beijing,1667568600,1667577900,155,400,9,SELLING,1380
CA1566,SHA,Shanghai,BJS,Beijing,1667572200,1667580900,145,340,9,SELLING,1033
CA1522,SHA,Shanghai,BJS,Beijing,1667557500,1667566500,150,420,9,SELLING,2282
CA1884,SHA,Shanghai,BJS,Beijing,1667549700,1667558400,145,220,9,SELLING,1796
MU8547,SHA,Shanghai,CKG,Chongqing,1667525700,1667536500,180,140,10,SELLING,620
MU8357,SHA,Shanghai,CKG,Chongqing,1667550000,1667560200,170,149,10,SELLING,620
MU5431,SHA,Shanghai,CKG,Chongqing,1667562900,1667573400,175,244,9,SELLING,620
MU5421,SHA,Shanghai,CKG,Chongqing,1667519700,1667530200,175,262,9,SELLING,620
MU5423,SHA,Shanghai,CKG,Chongqing,1667523600,1667535000,190,244,9,SELLING,533
MU5425,SHA,Shanghai,CKG,Chongqing,1667527200,1667538600,190,244,9,SELLING,728
MU2549,SHA,Shanghai,CKG,Chongqing,1667559600,1667569800,170,149,9,SELLING,620
MU6381,SHA,Shanghai,CKG,Chongqing,1667537100,1667554800,295,140,9,SELLING,620
MU5427,SHA,Shanghai,CKG,Chongqing,1667531400,1667542500,185,244,9,SELLING,533
MU5429,SHA,Shanghai,CKG,Chongqing,1667537700,1667548200,175,242,9,SELLING,728
MU5506,SHA,Shanghai,CKG,Chongqing,1667538000,1667549700,195,180,9,SELLING,533
MU8361,SHA,Shanghai,CKG,Chongqing,1667546700,1667557500,180,420,10,SELLING,620
CZ4496,SHA,Shanghai,CKG,Chongqing,1667544900,1667556600,195,189,9,SELLING,1488
CZ1425,SHA,Shanghai,CKG,Chongqing,1667540400,1667552700,205,179,9,SELLING,1033
CZ1799,SHA,Shanghai,CKG,Chongqing,1667574000,1667585400,190,179,9,SELLING,1033
CZ9676,SHA,Shanghai,CKG,Chongqing,1667529900,1667541600,195,167,9,SELLING,1618
CZ2808,SHA,Shanghai,CKG,Chongqing,1667534400,1667544900,175,180,9,SELLING,1033
CZ9678,SHA,Shanghai,CKG,Chongqing,1667558700,1667570700,200,167,9,SELLING,1835
HU7493,SHA,Shanghai,CKG,Chongqing,1667544900,1667556000,185,189,9,SELLING,605
3U8974,SHA,Shanghai,CKG,Chongqing,1667558700,1667570700,200,167,9,SELLING,604
3U8972,SHA,Shanghai,CKG,Chongqing,1667529900,1667541600,195,167,9,SELLING,604
GJ5796,SHA,Shanghai,CKG,Chongqing,1667544900,1667556600,195,189,9,SELLING,1206
ZH5071,SHA,Shanghai,CKG,Chongqing,1667540400,1667552700,205,179,9,SELLING,1325
ZH5073,SHA,Shanghai,CKG,Chongqing,1667574000,1667585400,190,179,9,SELLING,1325
ZH5031,SHA,Shanghai,CKG,Chongqing,1667552700,1667563800,185,240,9,SELLING,1325
ZH5081,SHA,Shanghai,CKG,Chongqing,1667516700,1667528700,200,220,9,SELLING,1325
OQ2308,SHA,Shanghai,CKG,Chongqing,1667534400,1667544900,175,180,9,SELLING,586
HO1267,SHA,Shanghai,CKG,Chongqing,1667574000,1667585400,190,179,9,SELLING,504
HO1245,SHA,Shanghai,CKG,Chongqing,1667516700,1667528700,200,220,9,SELLING,441
HO5484,SHA,Shanghai,CKG,Chongqing,1667519700,1667530200,175,262,9,SELLING,1098
HO1243,SHA,Shanghai,CKG,Chongqing,1667573400,1667585100,195,240,9,SELLING,441
HO5489,SHA,Shanghai,CKG,Chongqing,1667527200,1667538600,190,244,9,SELLING,1098
HO5486,SHA,Shanghai,CKG,Chongqing,1667537700,1667548200,175,242,9,SELLING,1098
HO1249,SHA,Shanghai,CKG,Chongqing,1667552700,1667563800,185,240,10,SELLING,526
HO1247,SHA,Shanghai,CKG,Chongqing,1667540400,1667552700,205,179,4,SELLING,503
MF8582,SHA,Shanghai,CKG,Chongqing,1667544900,1667556600,195,189,6,SELLING,534
MF3454,SHA,Shanghai,CKG,Chongqing,1667562900,1667573400,175,244,9,SELLING,1412
MF3460,SHA,Shanghai,CKG,Chongqing,1667527200,1667538600,190,244,9,SELLING,1412
MF3557,SHA,Shanghai,CKG,Chongqing,1667559600,1667569800,170,149,9,SELLING,1412
FM9421,SHA,Shanghai,CKG,Chongqing,1667525700,1667536500,180,140,9,SELLING,623
FM9425,SHA,Shanghai,CKG,Chongqing,1667550000,1667560200,170,149,9,SELLING,623
FM9423,SHA,Shanghai,CKG,Chongqing,1667546700,1667557500,180,420,9,SELLING,623
FM9427,SHA,Shanghai,CKG,Chongqing,1667553000,1667563500,175,420,9,SELLING,623
Y87517,SHA,Shanghai,CKG,Chongqing,1667558400,1667570700,205,189,8,SELLING,377
CA4556,SHA,Shanghai,CKG,Chongqing,1667563500,1667574000,175,189,8,SELLING,512
CA4544,SHA,Shanghai,CKG,Chongqing,1667533200,1667544900,195,189,9,SELLING,729
CA8543,SHA,Shanghai,CKG,Chongqing,1667522400,1667533800,190,220,9,SELLING,523
CA4576,SHA,Shanghai,CKG,Chongqing,1667537100,1667548200,185,189,9,SELLING,523
CA4542,SHA,Shanghai,CKG,Chongqing,1667566800,1667577900,185,189,4,SELLING,620
9C8867,SHA,Shanghai,CKG,Chongqing,1667541600,1667551800,170,186,4,SELLING,471
9C6153,SHA,Shanghai,CKG,Chongqing,1667556300,1667566800,175,186,4,SELLING,471
9C8995,SHA,Shanghai,CKG,Chongqing,1667548200,1667559000,180,186,6,SELLING,555
9C8897,SHA,Shanghai,CKG,Chongqing,1667519100,1667529600,175,186,4,SELLING,555
MU8566,SHA,Shanghai,CTU,Chengdu,1667550300,1667562900,210,140,9,SELLING,982
MU5261,SHA,Shanghai,CTU,Chengdu,1667531400,1667545200,230,175,9,SELLING,726
MU8539,SHA,Shanghai,CTU,Chengdu,1667543700,1667555400,195,140,9,SELLING,982
MU5295,SHA,Shanghai,CTU,Chengdu,1667557800,1667569800,200,180,9,SELLING,617
MU5297,SHA,Shanghai,CTU,Chengdu,1667564100,1667577900,230,189,9,SELLING,671
MU5411,SHA,Shanghai,CTU,Chengdu,1667536200,1667548800,210,180,9,SELLING,729
MU5401,SHA,Shanghai,CTU,Chengdu,1667520000,1667532600,210,315,9,SELLING,989
MU5413,SHA,Shanghai,CTU,Chengdu,1667547900,1667560500,210,140,9,SELLING,1255
MU5403,SHA,Shanghai,CTU,Chengdu,1667523000,1667536200,220,420,1,SELLING,1000
MU5415,SHA,Shanghai,CTU,Chengdu,1667561100,1667573700,210,180,7,SELLING,914
MU5405,SHA,Shanghai,CTU,Chengdu,1667524800,1667537100,205,244,9,SELLING,729
MU8353,SHA,Shanghai,CTU,Chengdu,1667548500,1667560500,200,100,9,SELLING,982
MU5417,SHA,Shanghai,CTU,Chengdu,1667567100,1667580300,220,262,9,SELLING,827
MU5539,SHA,Shanghai,CTU,Chengdu,1667515500,1667528100,210,140,9,SELLING,617
MU5419,SHA,Shanghai,CTU,Chengdu,1667568900,1667580900,200,180,9,SELLING,620
MU5409,SHA,Shanghai,CTU,Chengdu,1667534400,1667547300,215,262,9,SELLING,1255
CZ9672,SHA,Shanghai,CTU,Chengdu,1667526900,1667540100,220,300,9,SELLING,1965
CZ9670,SHA,Shanghai,CTU,Chengdu,1667562900,1667575800,215,315,9,SELLING,1965
CZ3349,SHA,Shanghai,CTU,Chengdu,1667520600,1667532900,205,162,9,SELLING,1174
CZ9666,SHA,Shanghai,CTU,Chengdu,1667533500,1667546400,215,311,9,SELLING,1965
CZ9668,SHA,Shanghai,CTU,Chengdu,1667550900,1667563800,215,315,9,SELLING,1965
3U8968,SHA,Shanghai,CTU,Chengdu,1667526900,1667540100,220,300,9,SELLING,713
3U8966,SHA,Shanghai,CTU,Chengdu,1667562900,1667575800,215,315,4,SELLING,620
3U8964,SHA,Shanghai,CTU,Chengdu,1667550900,1667563800,215,315,5,SELLING,832
3U8962,SHA,Shanghai,CTU,Chengdu,1667533500,1667546400,215,311,9,SELLING,821
ZH3992,SHA,Shanghai,CTU,Chengdu,1667553900,1667566500,210,412,9,SELLING,1401
ZH5053,SHA,Shanghai,CTU,Chengdu,1667527200,1667539500,205,240,9,SELLING,1608
ZH5015,SHA,Shanghai,CTU,Chengdu,1667545200,1667556900,195,240,9,SELLING,1608
ZH3706,SHA,Shanghai,CTU,Chengdu,1667542500,1667556000,225,412,9,SELLING,1401
HO1059,SHA,Shanghai,CTU,Chengdu,1667545200,1667556900,195,240,9,SELLING,667
HO1231,SHA,Shanghai,CTU,Chengdu,1667556600,1667570100,225,240,2,SELLING,619
HO1097,SHA,Shanghai,CTU,Chengdu,1667527200,1667539500,205,240,9,SELLING,668
HO1119,SHA,Shanghai,CTU,Chengdu,1667520000,1667531700,195,195,9,SELLING,614
TV9866,SHA,Shanghai,CTU,Chengdu,1667553900,1667566500,210,412,9,SELLING,892
TV9882,SHA,Shanghai,CTU,Chengdu,1667542500,1667556000,225,412,9,SELLING,892
FM9543,SHA,Shanghai,CTU,Chengdu,1667550300,1667562900,210,140,9,SELLING,623
FM9541,SHA,Shanghai,CTU,Chengdu,1667543700,1667555400,195,140,9,SELLING,731
FM9549,SHA,Shanghai,CTU,Chengdu,1667548500,1667560500,200,100,9,SELLING,731
CA8541,SHA,Shanghai,CTU,Chengdu,1667518500,1667530500,200,240,9,SELLING,620
CA4536,SHA,Shanghai,CTU,Chengdu,1667568600,1667580900,205,195,9,SELLING,675
CA4502,SHA,Shanghai,CTU,Chengdu,1667566500,1667579100,210,412,9,SELLING,913
CA8549,SHA,Shanghai,CTU,Chengdu,1667548800,1667561400,210,220,8,SELLING,946
CA8539,SHA,Shanghai,CTU,Chengdu,1667550600,1667562600,200,220,9,SELLING,837
CA4516,SHA,Shanghai,CTU,Chengdu,1667534400,1667547000,210,412,9,SELLING,1163
CA4504,SHA,Shanghai,CTU,Chengdu,1667532600,1667546100,225,220,9,SELLING,946
CA8547,SHA,Shanghai,CTU,Chengdu,1667521500,1667533500,200,220,9,SELLING,729
CA4518,SHA,Shanghai,CTU,Chengdu,1667556600,1667569200,210,412,9,SELLING,1000
EU6668,SHA,Shanghai,CTU,Chengdu,1667560800,1667573700,215,180,9,SELLING,620
9C6457,SHA,Shanghai,CTU,Chengdu,1667562000,1667574900,215,186,4,SELLING,615
9C6513,SHA,Shanghai,CTU,Chengdu,1667518500,1667530500,200,186,4,SELLING,632
9C8887,SHA,Shanghai,CTU,Chengdu,1667523600,1667535900,205,220,3,SELLING,540
KY8222,SHA,Shanghai,KMG,Kunming,1667559000,1667574000,250,189,9,SELLING,625
CA8537,SHA,Shanghai,KMG,Kunming,1667544900,1667558700,230,180,9,SELLING,675
FM9429,SHA,Shanghai,KMG,Kunming,1667533500,1667551800,305,140,8,SELLING,696
FM9451,SHA,Shanghai,KMG,Kunming,1667524500,1667537100,210,100,3,SELLING,968
FM9453,SHA,Shanghai,KMG,Kunming,1667521500,1667533800,205,148,3,SELLING,892
CZ8755,SHA,Shanghai,KMG,Kunming,1667547300,1667561400,235,162,9,SELLING,1282
CZ4909,SHA,Shanghai,KMG,Kunming,1667563800,1667578200,240,240,9,SELLING,2974
CZ9444,SHA,Shanghai,KMG,Kunming,1667565900,1667579700,230,180,9,SELLING,1814
CZ3677,SHA,Shanghai,KMG,Kunming,1667517900,1667531700,230,162,9,SELLING,1282
HO1099,SHA,Shanghai,KMG,Kunming,1667544300,1667559000,245,240,9,SELLING,635
HO1121,SHA,Shanghai,KMG,Kunming,1667520300,1667533200,215,240,9,SELLING,645
HO5528,SHA,Shanghai,KMG,Kunming,1667519100,1667541900,380,134,9,SELLING,2182
HO5533,SHA,Shanghai,KMG,Kunming,1667563800,1667577000,220,149,9,SELLING,1976
HO1093,SHA,Shanghai,KMG,Kunming,1667535000,1667553600,310,220,9,SELLING,526
HO5535,SHA,Shanghai,KMG,Kunming,1667549700,1667563800,235,149,9,SELLING,2182
HO1019,SHA,Shanghai,KMG,Kunming,1667531100,1667544600,225,240,9,SELLING,635
HO1017,SHA,Shanghai,KMG,Kunming,1667563800,1667578200,240,240,9,SELLING,613
HO5531,SHA,Shanghai,KMG,Kunming,1667535000,1667547900,215,189,9,SELLING,2551
8L9890,SHA,Shanghai,KMG,Kunming,1667536200,1667549400,220,179,9,SELLING,521
MU5806,SHA,Shanghai,KMG,Kunming,1667546400,1667560200,230,100,9,SELLING,1119
MU5816,SHA,Shanghai,KMG,Kunming,1667556000,1667569800,230,189,9,SELLING,707
MU5804,SHA,Shanghai,KMG,Kunming,1667538300,1667551200,215,189,3,SELLING,1119
MU5814,SHA,Shanghai,KMG,Kunming,1667518500,1667531100,210,180,9,SELLING,760
MU8578,SHA,Shanghai,KMG,Kunming,1667521500,1667533800,205,148,3,SELLING,1033
MU5802,SHA,Shanghai,KMG,Kunming,1667535000,1667547900,215,189,9,SELLING,1179
MU5812,SHA,Shanghai,KMG,Kunming,1667563800,1667577000,220,149,9,SELLING,848
MU8433,SHA,Shanghai,KMG,Kunming,1667524500,1667537100,210,100,9,SELLING,995
MU5810,SHA,Shanghai,KMG,Kunming,1667553300,1667565900,210,140,9,SELLING,995
MU5776,SHA,Shanghai,KMG,Kunming,1667548200,1667567400,320,149,9,SELLING,805
MU5281,SHA,Shanghai,KMG,Kunming,1667548800,1667567100,305,180,9,SELLING,848
MU5189,SHA,Shanghai,KMG,Kunming,1667525100,1667544000,315,189,9,SELLING,805
MU9702,SHA,Shanghai,KMG,Kunming,1667533500,1667546400,215,100,9,SELLING,675
MU9712,SHA,Shanghai,KMG,Kunming,1667567700,1667582100,240,189,9,SELLING,620
MU9744,SHA,Shanghai,KMG,Kunming,1667524200,1667537400,220,189,7,SELLING,805
MU5437,SHA,Shanghai,KMG,Kunming,1667519100,1667541900,380,134,9,SELLING,848
MU5219,SHA,Shanghai,KMG,Kunming,1667543700,1667557200,225,189,9,SELLING,693
MU9728,SHA,Shanghai,KMG,Kunming,1667559300,1667573400,235,180,9,SELLING,671
MU5808,SHA,Shanghai,KMG,Kunming,1667549700,1667563800,235,149,9,SELLING,995
3U8202,SHA,Shanghai,KMG,Kunming,1667565900,1667579700,230,180,9,SELLING,539
9C8829,SHA,Shanghai,KMG,Kunming,1667537100,1667555400,305,186,4,SELLING,525
9C8953,SHA,Shanghai,KMG,Kunming,1667520600,1667533200,210,186,4,SELLING,676
CZ2188,SHA,Shanghai,TAO,Qingdao,1667574300,1667580000,95,179,9,SELLING,892
CZ4991,SHA,Shanghai,TAO,Qingdao,1667517000,1667522400,90,195,9,SELLING,1250
CZ6226,SHA,Shanghai,TAO,Qingdao,1667564100,1667569500,90,180,10,SELLING,903
HO5440,SHA,Shanghai,TAO,Qingdao,1667525400,1667531400,100,189,9,SELLING,1185
HO1195,SHA,Shanghai,TAO,Qingdao,1667517000,1667522400,90,195,9,SELLING,418
HO1075,SHA,Shanghai,TAO,Qingdao,1667538900,1667544600,95,240,9,SELLING,526
HO5446,SHA,Shanghai,TAO,Qingdao,1667531700,1667537100,90,180,9,SELLING,1076
HO5452,SHA,Shanghai,TAO,Qingdao,1667555700,1667561700,100,244,9,SELLING,1391
HO5444,SHA,Shanghai,TAO,Qingdao,1667571900,1667578200,105,180,9,SELLING,1076
HO1237,SHA,Shanghai,TAO,Qingdao,1667522700,1667528100,90,220,9,SELLING,562
MU8579,SHA,Shanghai,TAO,Qingdao,1667515800,1667521500,95,148,10,SELLING,748
MU8366,SHA,Shanghai,TAO,Qingdao,1667520900,1667526600,95,100,9,SELLING,1088
MU5680,SHA,Shanghai,TAO,Qingdao,1667525400,1667531400,100,189,9,SELLING,978
MU5563,SHA,Shanghai,TAO,Qingdao,1667552700,1667558100,90,189,9,SELLING,894
MU5521,SHA,Shanghai,TAO,Qingdao,1667571900,1667578200,105,180,9,SELLING,496
MU5599,SHA,Shanghai,TAO,Qingdao,1667568600,1667574600,100,180,9,SELLING,854
MU5589,SHA,Shanghai,TAO,Qingdao,1667531700,1667537100,90,180,9,SELLING,894
MU5523,SHA,Shanghai,TAO,Qingdao,1667563500,1667569500,100,244,9,SELLING,1068
MU5513,SHA,Shanghai,TAO,Qingdao,1667528700,1667535300,110,189,9,SELLING,1068
MU5515,SHA,Shanghai,TAO,Qingdao,1667543700,1667549400,95,244,9,SELLING,1157
MU5517,SHA,Shanghai,TAO,Qingdao,1667555700,1667561700,100,244,9,SELLING,1068
MU5529,SHA,Shanghai,TAO,Qingdao,1667523300,1667529600,105,244,9,SELLING,1068
MU5519,SHA,Shanghai,TAO,Qingdao,1667567700,1667573700,100,244,9,SELLING,854
SC4602,SHA,Shanghai,TAO,Qingdao,1667531400,1667536800,90,189,10,SELLING,968
SC4664,SHA,Shanghai,TAO,Qingdao,1667542800,1667549100,105,189,9,SELLING,2096
SC4604,SHA,Shanghai,TAO,Qingdao,1667574600,1667580300,95,189,10,SELLING,968
SC4662,SHA,Shanghai,TAO,Qingdao,1667528100,1667534700,110,189,10,SELLING,1163
SC4606,SHA,Shanghai,TAO,Qingdao,1667572800,1667578800,100,189,10,SELLING,642
SC4672,SHA,Shanghai,TAO,Qingdao,1667571600,1667578200,110,189,4,SELLING,523
SC4660,SHA,Shanghai,TAO,Qingdao,1667557200,1667563800,110,189,10,SELLING,1163
SC4670,SHA,Shanghai,TAO,Qingdao,1667550000,1667556300,105,189,10,SELLING,1163
SC4668,SHA,Shanghai,TAO,Qingdao,1667561700,1667567400,95,189,10,SELLING,1163
CA4742,SHA,Shanghai,TAO,Qingdao,1667542800,1667549100,105,189,9,SELLING,2096
CA4732,SHA,Shanghai,TAO,Qingdao,1667572800,1667578800,100,189,9,SELLING,1087
CA4744,SHA,Shanghai,TAO,Qingdao,1667561700,1667567400,95,189,9,SELLING,1185
CA4740,SHA,Shanghai,TAO,Qingdao,1667528100,1667534700,110,189,9,SELLING,1185
CA4730,SHA,Shanghai,TAO,Qingdao,1667574600,1667580300,95,189,9,SELLING,1087
CA4728,SHA,Shanghai,TAO,Qingdao,1667531400,1667536800,90,189,9,SELLING,1087
CA4746,SHA,Shanghai,TAO,Qingdao,1667550000,1667556300,105,189,9,SELLING,1185
CA4748,SHA,Shanghai,TAO,Qingdao,1667571600,1667578200,110,189,9,SELLING,1087
CA4738,SHA,Shanghai,TAO,Qingdao,1667557200,1667563800,110,189,9,SELLING,1185
ZH5065,SHA,Shanghai,TAO,Qingdao,1667517000,1667522400,90,195,9,SELLING,881
ZH2632,SHA,Shanghai,TAO,Qingdao,1667542800,1667549100,105,189,9,SELLING,2096
ZH5123,SHA,Shanghai,TAO,Qingdao,1667522700,1667528100,90,220,9,SELLING,881
FM9233,SHA,Shanghai,TAO,Qingdao,1667520900,1667526600,95,100,9,SELLING,1020
FM9229,SHA,Shanghai,TAO,Qingdao,1667515800,1667521500,95,148,9,SELLING,588
QW9778,SHA,Shanghai,TAO,Qingdao,1667574300,1667580000,95,179,9,SELLING,447
FM9363,SHA,Shanghai,WUH,Wuhan,1667557800,1667565000,120,189,9,SELLING,817
FM9347,SHA,Shanghai,WUH,Wuhan,1667525100,1667532300,120,189,9,SELLING,817
CZ3824,SHA,Shanghai,WUH,Wuhan,1667530800,1667538300,125,189,9,SELLING,892
CZ3580,SHA,Shanghai,WUH,Wuhan,1667556900,1667564100,120,164,9,SELLING,892
CZ3544,SHA,Shanghai,WUH,Wuhan,1667571300,1667578200,115,188,9,SELLING,892
CZ8761,SHA,Shanghai,WUH,Wuhan,1667536200,1667543400,120,162,9,SELLING,892
MU2524,SHA,Shanghai,WUH,Wuhan,1667551500,1667558400,115,149,9,SELLING,443
MU2514,SHA,Shanghai,WUH,Wuhan,1667567700,1667574900,120,149,9,SELLING,840
MU2469,SHA,Shanghai,WUH,Wuhan,1667537400,1667544900,125,149,9,SELLING,840
MU2522,SHA,Shanghai,WUH,Wuhan,1667549100,1667556600,125,149,9,SELLING,840
MU2512,SHA,Shanghai,WUH,Wuhan,1667560800,1667568300,125,100,9,SELLING,376
MU2534,SHA,Shanghai,WUH,Wuhan,1667557200,1667564700,125,100,9,SELLING,376
MU8423,SHA,Shanghai,WUH,Wuhan,1667557800,1667565000,120,189,9,SELLING,850
MU2506,SHA,Shanghai,WUH,Wuhan,1667531400,1667538600,120,149,9,SELLING,840
MU2508,SHA,Shanghai,WUH,Wuhan,1667539500,1667546700,120,149,9,SELLING,840
MU2510,SHA,Shanghai,WUH,Wuhan,1667517300,1667525100,130,149,9,SELLING,840
HO1073,SHA,Shanghai,WUH,Wuhan,1667520600,1667527800,120,179,10,SELLING,396
HO5540,SHA,Shanghai,WUH,Wuhan,1667517300,1667525100,130,149,9,SELLING,1467
HO5542,SHA,Shanghai,WUH,Wuhan,1667537400,1667544900,125,149,9,SELLING,1467
HO5539,SHA,Shanghai,WUH,Wuhan,1667539500,1667546700,120,149,9,SELLING,1467
CA8266,SHA,Shanghai,WUH,Wuhan,1667566200,1667574000,130,180,9,SELLING,458
CZ4436,SHA,Shanghai,XMN,Amoy,1667517900,1667524500,110,189,9,SELLING,1575
CZ4462,SHA,Shanghai,XMN,Amoy,1667570100,1667576700,110,189,9,SELLING,1575
CZ4440,SHA,Shanghai,XMN,Amoy,1667549100,1667555700,110,189,9,SELLING,1575
CZ4484,SHA,Shanghai,XMN,Amoy,1667541000,1667548200,120,189,9,SELLING,1575
CZ4428,SHA,Shanghai,XMN,Amoy,1667556300,1667563800,125,189,9,SELLING,1575
MU8559,SHA,Shanghai,XMN,Amoy,1667516100,1667522700,110,140,7,SELLING,642
MU5665,SHA,Shanghai,XMN,Amoy,1667531100,1667538000,115,189,9,SELLING,883
MU5663,SHA,Shanghai,XMN,Amoy,1667523300,1667530200,115,244,4,SELLING,747
MU5245,SHA,Shanghai,XMN,Amoy,1667571300,1667579100,130,189,9,SELLING,529
MU8397,SHA,Shanghai,XMN,Amoy,1667542800,1667550300,125,189,10,SELLING,642
MU5647,SHA,Shanghai,XMN,Amoy,1667536800,1667543700,115,100,9,SELLING,747
MU5239,SHA,Shanghai,XMN,Amoy,1667566200,1667574600,140,189,6,SELLING,529
GJ5728,SHA,Shanghai,XMN,Amoy,1667556300,1667563800,125,189,9,SELLING,1271
GJ5740,SHA,Shanghai,XMN,Amoy,1667549100,1667555700,110,189,9,SELLING,1271
GJ5762,SHA,Shanghai,XMN,Amoy,1667570100,1667576700,110,189,9,SELLING,1271
GJ5784,SHA,Shanghai,XMN,Amoy,1667541000,1667548200,120,189,9,SELLING,1271
GJ5736,SHA,Shanghai,XMN,Amoy,1667517900,1667524500,110,189,9,SELLING,1271
FM9535,SHA,Shanghai,XMN,Amoy,1667519700,1667526900,120,100,9,SELLING,618
FM9373,SHA,Shanghai,XMN,Amoy,1667545500,1667552100,110,180,9,SELLING,721
FM9263,SHA,Shanghai,XMN,Amoy,1667516100,1667522700,110,140,7,SELLING,515
FM9149,SHA,Shanghai,XMN,Amoy,1667542800,1667550300,125,189,9,SELLING,633
FM9116,SHA,Shanghai,XMN,Amoy,1667552700,1667559600,115,149,9,SELLING,721
CA4660,SHA,Shanghai,XMN,Amoy,1667529900,1667536500,110,189,9,SELLING,1065
SC2166,SHA,Shanghai,XMN,Amoy,1667529900,1667536500,110,189,9,SELLING,707
HO1197,SHA,Shanghai,XMN,Amoy,1667559600,1667566800,120,240,9,SELLING,478
HO1107,SHA,Shanghai,XMN,Amoy,1667535000,1667541600,110,220,9,SELLING,854
HO1105,SHA,Shanghai,XMN,Amoy,1667515800,1667522700,115,240,6,SELLING,656
MF8518,SHA,Shanghai,XMN,Amoy,1667517900,1667524500,110,189,6,SELLING,555
MF8512,SHA,Shanghai,XMN,Amoy,1667534700,1667541300,110,189,6,SELLING,751
MF8502,SHA,Shanghai,XMN,Amoy,1667527500,1667534100,110,189,6,SELLING,751
MF8546,SHA,Shanghai,XMN,Amoy,1667570100,1667576700,110,189,6,SELLING,685
MF8568,SHA,Shanghai,XMN,Amoy,1667541000,1667548200,120,189,6,SELLING,751
MF8510,SHA,Shanghai,XMN,Amoy,1667556300,1667563800,125,189,6,SELLING,751
MF8522,SHA,Shanghai,XMN,Amoy,1667549100,1667555700,110,189,6,SELLING,751
9C8837,SHA,Shanghai,XMN,Amoy,1667534100,1667541600,125,186,4,SELLING,479
9C8815,SHA,Shanghai,XMN,Amoy,1667516700,1667523300,110,186,5,SELLING,400
9C6491,SHA,Shanghai,XMN,Amoy,1667564400,1667571600,120,186,4,SELLING,515
9C8863,SHA,Shanghai,XMN,Amoy,1667560200,1667566800,110,186,5,SELLING,400
9C8807,SHA,Shanghai,XMN,Amoy,1667541900,1667548500,110,186,4,SELLING,557
CA1570,TAO,Qingdao,BJS,Beijing,1667531100,1667536800,95,240,9,SELLING,903
CA4733,TAO,Qingdao,BJS,Beijing,1667517300,1667523600,105,189,9,SELLING,1260
CA1572,TAO,Qingdao,BJS,Beijing,1667565600,1667571600,100,189,9,SELLING,1119
CA4735,TAO,Qingdao,BJS,Beijing,1667567100,1667572800,95,189,9,SELLING,1260
CA1576,TAO,Qingdao,BJS,Beijing,1667537700,1667543400,95,240,9,SELLING,1976
MU6966,TAO,Qingdao,BJS,Beijing,1667574300,1667579700,90,220,10,SELLING,542
SC4651,TAO,Qingdao,BJS,Beijing,1667517300,1667523600,105,189,9,SELLING,861
SC4657,TAO,Qingdao,BJS,Beijing,1667567100,1667572800,95,189,9,SELLING,978
CA4841,TAO,Qingdao,CKG,Chongqing,1667571000,1667582100,185,189,9,SELLING,1184
SC4841,TAO,Qingdao,CKG,Chongqing,1667567400,1667579400,200,189,9,SELLING,642
SC4837,TAO,Qingdao,CKG,Chongqing,1667545800,1667558100,205,189,9,SELLING,770
SC4835,TAO,Qingdao,CKG,Chongqing,1667538600,1667548800,170,189,9,SELLING,770
SC4833,TAO,Qingdao,CKG,Chongqing,1667523000,1667534100,185,189,5,SELLING,720
SC4843,TAO,Qingdao,CKG,Chongqing,1667571000,1667582100,185,189,9,SELLING,620
MU5253,TAO,Qingdao,CKG,Chongqing,1667559000,1667571300,205,189,2,SELLING,631
MU5366,TAO,Qingdao,CKG,Chongqing,1667554200,1667571600,290,180,9,SELLING,794
3U8152,TAO,Qingdao,CKG,Chongqing,1667566800,1667577300,175,134,9,SELLING,604
CZ9428,TAO,Qingdao,CKG,Chongqing,1667566800,1667577300,175,134,9,SELLING,1401
CA4512,TAO,Qingdao,CTU,Chengdu,1667529900,1667541300,190,195,2,SELLING,1054
CA4843,TAO,Qingdao,CTU,Chengdu,1667519400,1667530500,185,189,9,SELLING,1369
CA4845,TAO,Qingdao,CTU,Chengdu,1667547900,1667559300,190,189,9,SELLING,1369
3U6926,TAO,Qingdao,CTU,Chengdu,1667564400,1667574900,175,132,9,SELLING,604
3U8936,TAO,Qingdao,CTU,Chengdu,1667559600,1667571000,190,180,8,SELLING,821
